ID,Name,Age,Gender,DOB,City,Country,Income,Income_in_thousands,Marital_Status,Employment_Status,Num_Children,Education_Level,Health_Status,Height,Weight,BMI,Has_DL,Owns_Vehicle,Blood_Group,Smoker,Alcohol_Consumption,Last_Physical_Checkup,Email,Phone_Number,Allergies,Credit_Score,Life_Insurance,Health_Insurance
7561,"Shawn Rhodes",62,Non-binary,1963-06-02,Toronto,Canada,115537.44,115.54,Divorced,Retired,0,Bachelor,Good,1.69,87.68,30.70,0,0,O-,0,Occasionally,2020-02-02,shawn.rhodes@outlook.com,+14030378347,Dairy,572,0,0
7562,"Jenna Munoz",40,Female,1985-01-10,"Abu Dhabi","United Arab Emirates",137135.11,137.14,Divorced,Unemployed,0,Master,Good,1.92,101.04,27.41,0,0,O-,1,Often,2023-08-14,jenna.munoz@yahoo.com,+971666718128,None,556,1,0
7563,"Heather Crosby",53,Female,1972-12-03,"Chiang Mai",Thailand,131824.14,131.82,Single,Employed,0,PhD,Excellent,1.61,84.65,32.66,0,0,O-,0,Never,2021-04-25,heather.crosby@outlook.com,+66968533720,Shellfish,393,0,1
7564,"Timothy Mcbride",68,Male,1957-05-23,Birmingham,"United Kingdom",101629.33,101.63,Single,Retired,0,PhD,Fair,1.70,79.95,27.66,0,0,AB-,0,Rarely,2022-06-03,timothy.mcbride@gmail.com,+444961197753,Nuts,339,1,1
7565,"Natalie Evans",42,Female,1983-09-23,Birmingham,"United Kingdom",98154.00,98.15,Married,Employed,0,Master,Poor,1.91,82.91,22.73,1,0,B+,1,Occasionally,2020-06-10,NULL,+442908517486,Dairy,426,0,1
7566,"Jennifer Pruitt",23,Female,2002-12-15,"Chiang Mai",Thailand,112933.20,112.93,Single,Employed,0,Bachelor,Poor,1.72,51.53,17.42,1,1,O+,0,Rarely,2020-02-19,jennifer.pruitt@hotmail.com,+66906878393,Pollen,657,0,1
7567,"Jasmine Brown",NULL,Non-binary,1974-07-20,Chicago,"United States",90838.67,90.84,Married,Self-employed,0,PhD,Poor,1.85,NULL,NULL,1,0,B-,1,Never,2022-11-02,jasmine.brown@hotmail.com,+12878253335,Nuts,387,0,0
7568,"Joseph Cochran",71,Male,1954-04-18,Birmingham,"United Kingdom",106108.24,106.11,Married,Retired,2,PhD,Good,1.99,94.32,23.82,0,0,B-,1,Often,2022-05-11,joseph.cochran@gmail.com,+448906619273,Nuts,653,1,0
7569,"Trevor Oneal",54,Male,1971-04-14,Chicago,"United States",126623.35,126.62,Widowed,Employed,0,PhD,Excellent,1.99,51.71,13.06,1,0,B+,0,Occasionally,2022-10-11,trevor.oneal@outlook.com,+18245841929,Shellfish,302,1,0
7570,"Jasmine Patterson",62,Non-binary,1963-10-09,"Los Angeles","United States",106606.52,106.61,Married,Retired,5,PhD,Poor,1.57,98.19,39.84,1,0,A-,0,Often,2023-04-11,jasmine.patterson@yahoo.com,+15380235397,Nuts,762,0,1
7571,"Michael Lambert",65,Male,1960-06-01,Melbourne,Australia,101583.25,101.58,Married,Retired,0,PhD,Fair,2.00,79.71,19.93,1,1,B+,0,Often,2022-04-29,michael.lambert@hotmail.com,+61640613338,Pollen,365,0,1
7572,"Sarah Santana",58,Female,1967-06-20,Bangkok,Thailand,142747.20,142.75,Widowed,Self-employed,3,Master,Excellent,1.99,97.21,24.55,0,0,A-,0,Occasionally,2021-02-08,sarah.santana@yahoo.com,+66477929313,Nuts,847,0,0
7573,"Amber Ochoa",29,Non-binary,1996-10-05,Mumbai,India,136097.84,136.10,Divorced,Unemployed,4,Bachelor,Good,1.82,59.71,18.03,0,0,AB+,1,Never,2021-08-07,amber.ochoa@yahoo.com,+916717401109,Pollen,693,0,1
7574,"Karen Smith",NULL,Non-binary,1988-03-23,"Los Angeles","United States",67766.96,67.77,Widowed,Employed,0,Master,Excellent,1.56,115.74,47.56,0,0,O-,0,Rarely,2020-12-12,karen.smith@gmail.com,+18504320552,Shellfish,649,1,0
7575,"Kevin Guzman",NULL,NULL,1950-11-13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,kevin.guzman@hotmail.com,NULL,NULL,NULL,NULL,NULL
7576,"Debra Stone",69,"Prefer not to say",1956-04-03,Shanghai,China,49292.97,49.29,Divorced,Retired,2,PhD,Excellent,1.73,76.42,25.53,1,1,AB+,0,Never,2023-06-08,debra.stone@yahoo.com,+8637178000999,None,582,1,1
7577,"Alex Jacobs",52,"Prefer not to say",1973-06-10,Kyoto,Japan,141767.52,141.77,Divorced,Self-employed,1,PhD,Excellent,1.96,117.81,30.67,1,0,B-,1,Often,2020-10-25,alex.jacobs@yahoo.com,+812158991647,Dairy,796,0,0
7578,"Tammy Rodriguez",38,Female,1987-10-22,Rome,Italy,79044.46,79.04,Divorced,Self-employed,0,Bachelor,Poor,1.91,99.80,27.36,0,0,B+,1,Never,2023-07-06,tammy.rodriguez@hotmail.com,+398168513876,None,319,1,1
7579,"Alexis Blankenship",66,Female,1959-12-06,Manchester,"United Kingdom",77931.49,77.93,Divorced,Retired,0,Bachelor,Good,1.67,65.34,23.43,1,0,B+,1,Never,2021-12-20,NULL,+443882257539,Pollen,588,1,0
7580,"Susan Russell",63,Female,1962-03-04,Osaka,Japan,136182.82,136.18,Married,Retired,5,Bachelor,Good,1.89,67.99,19.03,0,0,AB-,0,Occasionally,2022-07-06,NULL,+812075137607,Pollen,311,0,0
7581,"Vincent Williams",25,Non-binary,2000-03-06,Bangalore,India,100046.38,100.05,Divorced,Self-employed,3,Bachelor,Good,1.81,77.15,23.55,1,0,A-,0,Never,2022-05-17,vincent.williams@yahoo.com,+917163972427,None,444,1,1
7582,"Ryan Miller",41,Male,1984-08-29,Berlin,Germany,94756.15,94.76,Married,Self-employed,0,Master,Good,1.60,76.66,29.95,0,0,O-,1,Rarely,2022-04-08,ryan.miller@yahoo.com,+497164886784,Dairy,805,1,0
7583,"Catherine Scott",73,Female,1952-03-10,Osaka,Japan,103193.45,103.19,Widowed,Retired,0,Bachelor,Excellent,1.54,88.17,37.18,1,0,B-,0,Rarely,2021-04-19,catherine.scott@yahoo.com,+810729080755,Pollen,672,1,0
7584,"Mark Malone",NULL,Male,1953-04-21,Milan,Italy,134245.13,134.25,Divorced,Retired,1,PhD,Fair,1.58,93.82,37.58,1,0,AB-,1,Never,2023-01-28,mark.malone@gmail.com,+399954799679,Shellfish,638,1,1
7585,"Jose Hunter",25,Male,2000-08-15,Dubai,"United Arab Emirates",73155.22,73.16,Widowed,Employed,3,Bachelor,Poor,1.51,107.79,47.27,1,0,A+,0,Often,2023-02-16,jose.hunter@outlook.com,+971664677507,Nuts,357,1,0
7586,"Patrick Fritz Jr.",65,Male,1960-07-19,Bangkok,Thailand,149981.69,149.98,Divorced,Retired,5,Bachelor,Excellent,1.92,88.54,24.02,0,NULL,A-,0,Occasionally,2020-09-22,patrick.jr.@gmail.com,NULL,Dairy,740,1,0
7587,"James Allen",53,"Prefer not to say",1972-04-28,Chicago,"United States",135973.00,135.97,Divorced,Employed,-5,Bachelor,Fair,2.00,91.05,22.76,0,0,AB+,0,Rarely,2023-10-08,james.allen@outlook.com,+10077508681,None,349,0,1
7588,"Justin Ryan",56,"Prefer not to say",1969-02-14,Mumbai,India,89738.11,89.74,Divorced,Employed,0,Master,Excellent,1.80,83.36,25.73,1,0,O+,1,Never,2022-09-04,justin.ryan@outlook.com,+912283077118,None,686,1,1
7589,"Matthew Patrick",33,Non-binary,1992-10-07,Birmingham,"United Kingdom",134004.30,134.00,Widowed,Employed,5,PhD,Poor,1.99,71.14,17.96,1,0,AB+,1,Often,2023-02-10,matthew.patrick@outlook.com,+449425188659,Nuts,441,1,0
7590,"Megan Mccall",36,Female,1989-07-11,"New York","United States",113611.90,113.61,Single,Self-employed,0,Bachelor,Excellent,1.57,76.65,31.10,0,0,A+,1,Often,2021-01-19,megan.mccall@outlook.com,+11958603242,None,627,0,0
7591,"Eric Webster",45,Male,1980-03-18,Moscow,Russia,69102.77,69.10,Single,Unemployed,0,PhD,Good,1.86,66.77,19.30,0,0,A-,1,Rarely,2022-06-17,eric.webster@yahoo.com,+74703891147,Nuts,446,1,1
7592,"Amanda Owens",64,Female,1961-11-29,Hamburg,Germany,44692.90,44.69,Married,Retired,4,Bachelor,Good,NULL,82.92,NULL,1,0,AB-,0,Rarely,2020-01-20,amanda.owens@gmail.com,NULL,Pollen,542,1,0
7593,"Heather Murphy",NULL,NULL,1973-11-10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,heather.murphy@yahoo.com,NULL,NULL,NULL,NULL,NULL
7594,"Thomas Daniel",37,Male,1988-05-04,Bangkok,Thailand,82552.72,82.55,Widowed,Unemployed,0,PhD,Poor,1.70,80.30,27.79,1,0,A+,0,Often,2021-03-15,thomas.daniel@yahoo.com,+66618877669,Shellfish,760,1,1
7595,"Wanda Martinez",29,Female,1996-05-19,"Saint Petersburg",Russia,75801.49,75.80,Widowed,Self-employed,1,Bachelor,Excellent,1.95,62.05,16.32,1,1,O+,0,Never,2022-09-17,wanda.martinez@outlook.com,+72511150359,Shellfish,808,0,0
7596,"Steven Williams",31,Non-binary,1994-07-04,Bangkok,Thailand,58250.79,58.25,Widowed,Employed,5,Master,Good,1.79,NULL,NULL,0,0,A-,0,Never,2021-04-28,steven.williams@gmail.com,+66537593813,Nuts,440,1,0
7597,"Margaret Cooper",55,Female,1970-04-01,Shanghai,China,88354.91,88.35,Divorced,Unemployed,3,PhD,Fair,1.97,55.45,14.29,1,NULL,B-,0,Rarely,2023-08-27,margaret.cooper@outlook.com,+8616139988818,Nuts,805,0,1
7598,"James Woods",NULL,Male,1980-06-08,Sydney,Australia,54031.78,54.03,Divorced,Self-employed,0,Master,Excellent,1.70,55.71,19.28,1,0,A+,1,Never,2021-01-07,james.woods@hotmail.com,+61807609699,Dairy,710,0,1
7599,"Eric Smith",-10,Male,1955-10-14,Paris,France,67378.70,67.38,Divorced,Retired,0,Bachelor,Good,1.80,62.03,19.15,0,0,AB+,0,Rarely,2023-03-24,eric.smith@gmail.com,+33284793350,Shellfish,805,0,1
7600,"Andrew Baird",62,Male,1963-07-06,Phoenix,"United States",135587.60,135.59,Widowed,Retired,0,NULL,Fair,1.78,50.93,16.07,0,0,AB+,1,Often,2023-07-09,andrew.baird@hotmail.com,+12378738055,Dairy,470,0,0
7601,"Jacob Howe",60,"Prefer not to say",1965-07-20,Vancouver,Canada,76645.28,76.65,Single,Retired,0,Bachelor,Poor,1.76,53.19,17.17,1,1,A-,0,Often,2021-07-08,jacob.howe@hotmail.com,+16406168698,None,650,0,0
7602,"Mrs. Christina Potts",58,Female,1967-12-11,"New York","United States",111752.90,111.75,Single,Unemployed,0,PhD,Excellent,1.53,78.84,33.68,0,0,O+,0,Often,2021-01-05,mrs..potts@hotmail.com,+11872929565,None,334,0,0
7603,"Brenda Jacobs",73,Female,1952-12-19,"Saint Petersburg",Russia,46299.45,46.30,Widowed,Retired,2,NULL,Excellent,1.54,84.47,35.62,0,0,A-,0,Rarely,2021-09-29,brenda.jacobs@yahoo.com,+72076573525,Pollen,727,1,0
7604,"Donna Martin",73,Female,1952-01-26,Shanghai,China,80544.17,80.54,Single,Retired,0,Master,Fair,1.59,74.58,29.50,1,0,AB+,1,Rarely,2022-03-12,donna.martin@outlook.com,+8626867062942,Shellfish,539,0,1
7605,"Brian Singh",28,Male,1997-12-09,Munich,Germany,77478.38,77.48,Single,Unemployed,0,Master,Excellent,1.53,55.09,23.53,0,0,AB-,0,Rarely,2021-03-30,brian.singh@yahoo.com,+498430191864,Shellfish,583,1,0
7606,"Allison Shah",47,Non-binary,1978-06-09,Sydney,Australia,142885.86,142.89,Widowed,NULL,4,Bachelor,Good,1.57,50.46,20.47,0,0,O+,0,Never,2020-11-03,allison.shah@hotmail.com,+61746786463,None,806,1,0
7607,"Melinda Burns",NULL,NULL,1992-06-30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,melinda.burns@outlook.com,NULL,NULL,NULL,NULL,NULL
7608,"Lauren Valentine",37,Female,1988-11-22,"Abu Dhabi","United Arab Emirates",144829.19,144.83,Widowed,Self-employed,2,Master,Poor,1.72,64.71,21.87,0,0,A-,0,Never,2023-11-14,lauren.valentine@hotmail.com,+971140518889,Pollen,446,0,1
7609,"David Bates",45,Non-binary,1980-02-24,"New York","United States",93104.65,93.10,Single,Employed,0,NULL,Good,1.82,NULL,NULL,0,0,AB-,0,Often,2022-01-17,david.bates@gmail.com,+18335724272,Nuts,697,1,0
7610,"Angela Murphy",NULL,Female,1987-01-04,Beijing,China,84596.68,84.60,Single,Unemployed,0,NULL,Good,NULL,NULL,NULL,1,0,A+,0,Rarely,2022-12-08,angela.murphy@outlook.com,+8607544509302,Shellfish,563,0,0
7611,"Jonathan Daniels",63,"Prefer not to say",1962-03-25,Shanghai,China,73290.01,73.29,Single,Retired,0,Master,Good,1.72,56.96,19.25,1,0,B-,1,Rarely,2020-03-13,jonathan.daniels@outlook.com,+8624176360390,Nuts,684,1,0
7612,"Andrea Lin",56,Female,1969-06-14,Singapore,Singapore,98006.84,98.01,Widowed,Employed,5,Master,Good,1.89,72.12,20.19,0,0,AB+,0,Often,2023-03-19,andrea.lin@yahoo.com,+6577154456,Dairy,742,0,0
7613,"Dustin Mitchell",32,Male,1993-05-06,Bangalore,India,40172.16,40.17,Widowed,Unemployed,0,Bachelor,Poor,1.69,119.17,41.72,0,0,A+,1,Often,2021-06-29,dustin.mitchell@outlook.com,+914755432601,Shellfish,424,0,0
7614,"Brooke Garcia",30,Non-binary,1995-09-12,Vancouver,Canada,61745.05,61.75,Married,Employed,0,PhD,Fair,1.69,53.79,18.83,1,1,B+,0,Often,2023-09-17,brooke.garcia@outlook.com,+10006620869,Nuts,515,1,1
7615,"Samuel Thornton",NULL,NULL,1978-07-26,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,samuel.thornton@gmail.com,NULL,NULL,NULL,NULL,NULL
7616,"Amy Miles",37,Female,1988-10-28,Bangkok,Thailand,74872.85,74.87,Divorced,Self-employed,0,Bachelor,Good,1.64,112.50,41.83,1,1,A-,1,Never,2023-04-14,amy.miles@yahoo.com,+66422571015,Pollen,560,0,1
7617,"Lawrence Ramirez",45,Male,1980-04-29,Bangalore,India,92690.43,92.69,Widowed,Self-employed,5,Bachelor,Fair,NULL,99.69,NULL,0,0,AB-,0,Rarely,2023-02-08,lawrence.ramirez@hotmail.com,+911795746259,Nuts,437,1,1
7618,"Dr. Timothy Smith",NULL,NULL,1964-07-13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,dr..smith@outlook.com,NULL,NULL,NULL,NULL,NULL
7619,"Megan Campbell",53,"Prefer not to say",1972-09-24,Sydney,Australia,68863.45,68.86,Married,Self-employed,0,Bachelor,Excellent,1.95,76.94,20.23,1,0,AB+,0,Never,2021-09-14,megan.campbell@outlook.com,+61407706173,Dairy,481,0,1
7620,"Gloria Elliott",NULL,Female,1951-11-09,Munich,Germany,89084.19,89.08,Divorced,Retired,1,Master,Good,1.73,74.27,24.82,1,0,AB+,0,Never,2022-10-26,gloria.elliott@outlook.com,+497670981201,Pollen,644,1,1
7621,"Ashley Maynard",47,Female,1978-07-31,Milan,Italy,82629.95,82.63,Widowed,Self-employed,2,Master,Good,1.96,81.53,21.22,1,0,A+,0,Rarely,2020-06-29,ashley.maynard@outlook.com,+392643131134,Shellfish,516,0,0
7622,"Christopher Williams",44,"Prefer not to say",1981-04-10,Bangkok,Thailand,100108.44,100.11,Single,Employed,0,PhD,Poor,1.73,52.60,17.57,1,0,O-,0,Often,2021-03-05,NULL,+66052662564,Shellfish,404,0,0
7623,"Joseph Porter",44,Male,1981-12-07,Beijing,China,117061.63,117.06,Single,Unemployed,0,PhD,Excellent,1.85,68.89,20.13,1,0,O+,1,Occasionally,2022-01-22,joseph.porter@outlook.com,+8686742806305,Shellfish,327,1,0
7624,"Gregory Cortez",47,Non-binary,1978-11-09,Melbourne,Australia,41760.89,41.76,Divorced,Unemployed,0,Bachelor,Poor,1.68,86.63,30.69,1,NULL,B-,1,Often,2021-07-30,gregory.cortez@yahoo.com,+61284644666,Pollen,304,1,0
7625,"Virginia Miller",21,Female,2004-07-30,Dubai,"United Arab Emirates",77752.65,77.75,Divorced,Unemployed,1,"High School",Good,1.53,95.70,40.88,0,0,A-,1,Occasionally,2022-09-02,virginia.miller@outlook.com,+971396676834,Shellfish,799,0,1
7626,"Susan Aguirre",41,Female,1984-12-12,Houston,"United States",47716.96,47.72,Divorced,Employed,1,Master,Good,1.98,90.76,23.15,0,0,B-,0,Never,2021-03-08,susan.aguirre@outlook.com,+14889474077,Dairy,473,1,1
7627,"Erika Cruz",NULL,NULL,1991-11-25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,erika.cruz@hotmail.com,NULL,NULL,NULL,NULL,NULL
7628,"Maria Martinez",20,Female,2005-05-18,"Saint Petersburg",Russia,38145.35,38.15,Married,Employed,1,Bachelor,Excellent,1.57,110.80,44.95,0,0,A+,0,Never,2023-07-22,maria.martinez@hotmail.com,+75575064026,Pollen,695,0,1
7629,"David Ayers",24,Male,2001-11-05,Paris,France,51681.10,51.68,Divorced,Self-employed,1,"High School",Excellent,1.99,81.43,20.56,1,1,O-,0,Occasionally,2022-01-03,david.ayers@outlook.com,+33986421946,Nuts,740,0,0
7630,"John Hutchinson",60,Male,1965-01-16,London,"United Kingdom",134881.53,134.88,Divorced,Retired,2,PhD,Fair,1.75,78.09,25.50,0,0,B-,1,Occasionally,2022-06-11,john.hutchinson@gmail.com,+449117095200,Nuts,703,1,0
7631,"Donald Ward",70,Male,1955-05-04,Chicago,"United States",40137.99,40.14,Single,Retired,0,Bachelor,Excellent,1.93,84.12,22.58,1,0,AB+,1,Never,2020-09-24,donald.ward@hotmail.com,+17009463121,Dairy,809,0,1
7632,"Michael Mullins",NULL,Male,1950-06-09,Mumbai,India,97403.20,97.40,Single,Retired,0,Master,Poor,1.55,NULL,NULL,0,0,O+,0,Rarely,2023-09-03,michael.mullins@outlook.com,+916062186255,Shellfish,420,1,1
7633,"Zachary Smith",48,Non-binary,1977-11-16,Delhi,India,137186.37,137.19,Married,NULL,3,Bachelor,Poor,1.99,77.71,19.62,1,NULL,A+,1,Never,2022-10-26,zachary.smith@yahoo.com,+918012647023,Dairy,350,1,1
7634,"Debbie Woods",68,Female,1957-11-20,Melbourne,Australia,39392.79,39.39,Married,Retired,1,PhD,Good,1.62,77.26,29.44,0,0,B-,1,Rarely,2020-09-01,NULL,NULL,None,335,0,1
7635,"Matthew Newman",73,Male,1952-02-23,"Los Angeles","United States",47060.93,47.06,Widowed,Retired,2,Master,Poor,1.90,105.93,29.34,0,NULL,AB+,0,Rarely,2021-06-22,matthew.newman@hotmail.com,+12425335340,Nuts,608,0,0
7636,"Tony Ross",36,Male,1989-08-03,Chicago,"United States",107901.26,107.90,Widowed,Unemployed,0,PhD,Fair,1.52,105.76,45.78,0,0,O-,0,Rarely,2023-09-04,tony.ross@gmail.com,+19192471949,Shellfish,310,1,1
7637,"Eric Walker",60,Non-binary,1965-09-15,Phoenix,"United States",60036.23,60.04,Married,Retired,4,NULL,Fair,1.56,91.82,37.73,1,1,AB-,1,Often,2022-01-28,eric.walker@outlook.com,+17681728533,None,554,0,0
7638,"Jay Phillips",43,Male,1982-12-04,Hamburg,Germany,79290.17,79.29,Married,Employed,5,Bachelor,Good,1.87,76.47,21.87,1,0,O-,0,Occasionally,2021-12-20,jay.phillips@gmail.com,+492285517706,Pollen,323,1,0
7639,"Robert Mata",53,Non-binary,1972-06-12,Houston,"United States",58326.31,58.33,Widowed,Self-employed,3,Bachelor,Fair,1.77,50.37,16.08,1,1,O-,1,Occasionally,2021-01-19,robert.mata@hotmail.com,+19110553476,None,568,1,0
7640,"Toni Preston",35,Female,1990-06-05,Vancouver,Canada,138034.43,138.03,Single,Unemployed,0,Master,Fair,1.69,114.61,40.13,1,0,B-,0,Often,2021-02-12,toni.preston@outlook.com,+10401152721,Shellfish,506,0,0
7641,"Jamie Martinez",53,Female,1972-07-27,Lyon,France,142968.50,142.97,Single,NULL,0,NULL,Good,NULL,50.25,NULL,1,1,O+,1,Rarely,2022-10-17,jamie.martinez@gmail.com,+33898794109,Pollen,834,1,0
7642,"David Meyer",51,"Prefer not to say",1974-05-06,Milan,Italy,51656.56,51.66,Widowed,Self-employed,0,Master,Fair,1.90,106.49,29.50,0,0,A+,0,Rarely,2021-02-06,david.meyer@yahoo.com,NULL,None,648,0,1
7643,"Kimberly Adkins",64,Non-binary,1961-08-26,Houston,"United States",86260.81,86.26,Widowed,Retired,0,Bachelor,Excellent,NULL,NULL,NULL,0,0,A-,0,Rarely,2020-04-18,kimberly.adkins@hotmail.com,+17641246916,Shellfish,329,1,1
7644,"James Wilson",22,"Prefer not to say",2003-11-23,"Saint Petersburg",Russia,134392.23,134.39,Married,Employed,4,Bachelor,Poor,1.60,104.28,40.73,1,0,A-,1,Never,2022-12-16,james.wilson@gmail.com,+70288499835,Pollen,384,1,1
7645,"Blake Ashley",37,Male,1988-05-05,Toronto,Canada,148177.71,148.18,Married,Unemployed,4,PhD,Poor,NULL,99.48,NULL,1,1,O+,1,Never,2020-06-22,blake.ashley@hotmail.com,+15121997165,Pollen,592,0,0
7646,"Michelle Smith",NULL,Female,1967-01-15,Paris,France,57156.51,57.16,Single,Employed,0,Bachelor,Poor,1.88,90.37,25.57,1,1,O+,0,Rarely,2022-11-27,michelle.smith@yahoo.com,+33452745955,Shellfish,837,0,1
7647,"Ashley Shepard",47,Female,1978-11-28,"Chiang Mai",Thailand,38630.99,38.63,Widowed,Unemployed,3,Bachelor,Good,1.76,75.58,24.40,0,0,A+,0,Occasionally,2021-07-29,ashley.shepard@gmail.com,+66717874192,Dairy,625,1,1
7648,"Justin Atkinson",73,Non-binary,1952-08-21,Osaka,Japan,122888.69,122.89,Single,Retired,0,PhD,Fair,1.95,104.37,27.45,0,0,O+,1,Occasionally,2020-12-10,justin.atkinson@gmail.com,+815928597784,None,819,1,1
7649,"Walter Bennett",61,Male,1964-01-15,Berlin,Germany,97867.47,97.87,Divorced,Retired,2,PhD,Poor,1.82,60.13,18.15,1,0,A+,1,Often,2020-09-14,walter.bennett@yahoo.com,+492474622712,Shellfish,540,1,0
7650,"Charlotte Schwartz",25,Female,2000-11-05,Tokyo,Japan,42171.98,42.17,Widowed,Self-employed,2,Bachelor,Good,1.63,NULL,NULL,0,0,AB+,0,Occasionally,2023-09-04,charlotte.schwartz@hotmail.com,+810471408163,Nuts,623,1,0
7651,"Donna Fox",64,Female,1961-09-12,"New York","United States",49468.23,49.47,Single,Retired,0,NULL,Excellent,1.94,111.92,29.74,1,0,B+,0,Occasionally,2022-12-04,donna.fox@yahoo.com,+14652800988,None,677,0,0
7652,"Edward Rivera",68,"Prefer not to say",1957-06-06,Osaka,Japan,146060.02,146.06,Widowed,Retired,4,Master,Poor,1.97,70.94,18.28,1,0,B-,1,Often,2020-07-14,NULL,+817311191520,Nuts,753,1,1
7653,"Stephanie Jones",51,Female,1974-07-20,Lyon,France,136586.64,136.59,Widowed,NULL,0,Bachelor,Fair,NULL,68.77,NULL,0,0,A+,0,Often,2020-10-20,stephanie.jones@outlook.com,+33131010811,Shellfish,766,0,0
7654,"Christina Alvarez",55,Female,1970-12-31,"Los Angeles","United States",33603.43,33.60,Married,Unemployed,4,PhD,Good,1.79,110.63,34.53,1,1,AB-,1,Occasionally,2023-12-04,NULL,+16832123561,Pollen,471,1,1
7655,"Timothy Taylor",53,Male,1972-10-23,Dubai,"United Arab Emirates",135503.38,135.50,Married,Employed,5,Master,Excellent,1.89,82.84,23.19,0,0,B+,0,Never,2020-08-23,timothy.taylor@hotmail.com,+971449667570,Nuts,413,1,1
7656,"Joshua Green",33,"Prefer not to say",1992-11-13,Houston,"United States",77885.73,77.89,Widowed,Employed,0,Master,Good,1.60,NULL,NULL,1,1,A+,0,Often,2020-10-05,joshua.green@hotmail.com,+10405418258,Shellfish,304,1,1
7657,"Robert Stokes",NULL,Male,1976-01-07,Bangalore,India,44749.02,44.75,Widowed,Unemployed,4,Master,Excellent,1.58,114.65,45.93,0,0,B+,0,Rarely,2021-02-19,robert.stokes@hotmail.com,+919409064423,Shellfish,644,0,1
7658,"Deborah Duncan",67,Female,1958-04-23,Rome,Italy,74688.17,74.69,Widowed,Retired,0,Master,Excellent,1.85,94.53,27.62,1,0,O+,0,Often,2023-10-14,deborah.duncan@outlook.com,+396899876811,Dairy,595,1,1
7659,"Ashley Valenzuela",68,"Prefer not to say",1957-02-13,Paris,France,135976.51,135.98,Single,Retired,0,Master,Excellent,1.96,104.92,27.31,1,0,A-,0,Often,2021-04-17,ashley.valenzuela@hotmail.com,+33648658817,Shellfish,839,0,1
7660,"Sara Williams",27,"Prefer not to say",1998-10-23,Shanghai,China,32189.04,32.19,Divorced,Employed,1,Master,Poor,1.53,91.83,39.23,0,0,O-,1,Rarely,2023-07-12,sara.williams@gmail.com,+8678154678303,None,340,1,0
7661,"Heather Durham",57,Female,1968-03-31,Kyoto,Japan,92414.18,92.41,Single,Unemployed,1,Master,Good,1.94,NULL,NULL,1,1,A+,1,Never,2023-08-02,heather.durham@gmail.com,NULL,None,479,0,1
7662,"Kaitlin Mack DDS",54,Female,1971-09-24,Mumbai,India,139141.52,139.14,Single,Unemployed,0,PhD,Good,1.69,90.85,31.81,1,1,A-,0,Often,2020-04-16,kaitlin.dds@gmail.com,+912404512789,Shellfish,704,0,1
7663,"Erin Smith",NULL,NULL,1958-04-26,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,erin.smith@outlook.com,NULL,NULL,NULL,NULL,NULL
7664,"Isabel Clayton",NULL,Non-binary,1987-04-06,Paris,France,111494.38,111.49,Married,Employed,3,Master,Fair,1.69,92.10,32.25,0,0,O+,0,Rarely,2021-10-16,isabel.clayton@outlook.com,+33355588924,Pollen,515,0,1
7665,"Teresa Morton",50,"Prefer not to say",1975-06-06,Singapore,Singapore,143377.08,143.38,Married,Unemployed,0,Master,Good,1.63,63.51,23.90,0,0,B-,0,Occasionally,2022-07-04,teresa.morton@yahoo.com,+6599899215,None,850,0,1
7666,"Frederick Pitts",32,Male,1993-10-04,Bangalore,India,80856.63,80.86,Divorced,Employed,3,Bachelor,Fair,1.90,99.18,27.47,0,0,O-,1,Rarely,2020-10-27,frederick.pitts@gmail.com,+910175279141,Nuts,693,1,0
7667,"Donna Franklin",63,"Prefer not to say",1962-05-15,Chicago,"United States",49560.86,49.56,Divorced,Retired,2,Bachelor,Excellent,1.57,115.31,46.78,0,0,A+,1,Rarely,2022-07-28,NULL,+18019279407,Shellfish,540,0,0
7668,"Christopher Colon",63,"Prefer not to say",1962-02-24,Dubai,"United Arab Emirates",55172.33,55.17,Widowed,Retired,2,Master,Good,1.53,118.38,50.57,1,0,B-,0,Rarely,2021-03-10,christopher.colon@outlook.com,+971493932470,Pollen,787,1,0
